,level_0,id,index,play_pattern,location,shot,type,outcome,body_part,xG_statsbomb
6,21,24da2cfc-84db-4abd-bbee-92da82447ed0,3821,Regular Play,"[114.2, 48.2]","{'one_on_one': True, 'statsbomb_xg': 0.1677268, 'end_location': [116.7, 45.6, 1.3], 'technique': {'id': 91, 'name': 'Half Volley'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 100, 'name': 'Saved'}, 'freeze_frame': [{'location': [95.2, 58.2], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.6, 35.9], 'player': {'id': 18395, 'name': 'Vinícius José Paixão de Oliveira Júnior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.6, 45.6], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.7, 42.3], 'player': {'id': 25104, 'name': 'Rodrygo Silva de Goes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 49.0], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 32.4], 'player': {'id': 22390, 'name': 'Francisco António Machado Mota de Castro Trincão'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.7, 43.3], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.2, 60.3], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.9, 39.1], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.7, 41.4], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 48.2], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 55.6], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 45.1], 'player': {'id': 6590, 'name': 'Norberto Murara Neto'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]}",Open Play,Saved,Right Foot,0.1677268
7,24,cd59e459-e907-4d86-8cca-cfb87b24f40d,3866,Regular Play,"[94.0, 40.3]","{'statsbomb_xg': 0.04361772, 'end_location': [117.4, 40.1, 0.3], 'key_pass_id': '91d432a6-fc1e-494e-aca0-cf727fd6f083', 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 100, 'name': 'Saved'}, 'technique': {'id': 93, 'name': 'Normal'}, 'freeze_frame': [{'location': [83.4, 56.5], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.9, 25.5], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.5, 45.2], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.0, 58.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.5, 62.6], 'player': {'id': 25104, 'name': 'Rodrygo Silva de Goes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.8, 39.9], 'player': {'id': 6590, 'name': 'Norberto Murara Neto'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.8, 57.6], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 34.7], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 45.5], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.2, 39.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 45.5], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 56.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]}",Open Play,Saved,Right Foot,0.04361772
0,0,4f1d0d52-a7fe-4e3a-a7d9-9cb2382d8a2d,369,Regular Play,"[112.2, 39.9]","{'statsbomb_xg': 0.54601175, 'end_location': [119.5, 39.9, 1.1], 'technique': {'id': 91, 'name': 'Half Volley'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'first_time': True, 'outcome': {'id': 100, 'name': 'Saved'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [98.4, 40.3], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.0, 52.4], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.0, 30.1], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.2, 44.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.6, 23.6], 'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 18.9], 'player': {'id': 22199, 'name': 'Sergio Gómez Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.9, 34.7], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 29.3], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 30.3], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 38.8], 'player': {'id': 30483, 'name': 'Jaime Seoane Valenciano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.2, 37.3], 'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 43.8], 'player': {'id': 23322, 'name': 'Javier Galán Gil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 37.7], 'player': {'id': 25598, 'name': 'Álvaro Fernández Llorente'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 12.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]}",Open Play,Saved,Right Foot,0.54601175
1,2,c57e5afa-ca8f-40d2-89e1-c1073d53776a,656,Regular Play,"[102.5, 18.5]","{'statsbomb_xg': 0.010357936, 'end_location': [120.0, 39.7, 5.7], 'key_pass_id': 'f7341816-55ad-43b4-bfba-8dd3d6ee8cd4', 'outcome': {'id': 98, 'name': 'Off T'}, 'technique': {'id': 93, 'name': 'Normal'}, 'type': {'id': 87, 'name': 'Open Play'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'freeze_frame': [{'location': [94.0, 39.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.5, 35.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.0, 16.6], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.3, 36.2], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.6, 37.5], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.8, 52.3], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.4, 32.7], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.3, 17.0], 'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 19.4], 'player': {'id': 22199, 'name': 'Sergio Gómez Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.2, 44.4], 'player': {'id': 23322, 'name': 'Javier Galán Gil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.8, 36.0], 'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 45.8], 'player': {'id': 20063, 'name': 'Javier Ontiveros Parra'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.6, 36.5], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 34.8], 'player': {'id': 30483, 'name': 'Jaime Seoane Valenciano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.8, 27.8], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.2, 27.5], 'player': {'id': 23812, 'name': 'Rafael Mir Vicente'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.1, 38.7], 'player': {'id': 25598, 'name': 'Álvaro Fernández Llorente'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]}",Open Play,Off T,Right Foot,0.010357936
2,3,6d113c24-a012-406d-ac54-64b92ce3ae06,923,Regular Play,"[104.9, 39.7]","{'statsbomb_xg': 0.11706126, 'end_location': [112.3, 40.5], 'key_pass_id': '14b38118-d4dd-4f8c-91e3-cbb09aa0dd38', 'type': {'id': 87, 'name': 'Open Play'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'technique': {'id': 91, 'name': 'Half Volley'}, 'first_time': True, 'outcome': {'id': 96, 'name': 'Blocked'}, 'freeze_frame': [{'location': [118.1, 41.7], 'player': {'id': 25598, 'name': 'Álvaro Fernández Llorente'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 42.3], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.7, 41.1], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.2, 52.3], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.5, 36.9], 'player': {'id': 22199, 'name': 'Sergio Gómez Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.9, 36.0], 'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.2, 51.8], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.6, 45.7], 'player': {'id': 30483, 'name': 'Jaime Seoane Valenciano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.6, 41.8], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 40.8], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.3, 43.7], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.1, 47.8], 'player': {'id': 23322, 'name': 'Javier Galán Gil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 51.9], 'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]}",Open Play,Blocked,Right Foot,0.11706126
3,5,4b771d62-6af7-4627-89ae-7b188fc8d28c,1178,Regular Play,"[110.2, 26.8]","{'statsbomb_xg': 0.05799438, 'end_location': [120.0, 35.4, 0.5], 'outcome': {'id': 98, 'name': 'Off T'}, 'first_time': True, 'technique': {'id': 95, 'name': 'Volley'}, 'type': {'id': 87, 'name': 'Open Play'}, 'body_part': {'id': 38, 'name': 'Left Foot'}, 'freeze_frame': [{'location': [103.0, 48.8], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.1, 38.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.7, 30.8], 'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 47.6], 'player': {'id': 20063, 'name': 'Javier Ontiveros Parra'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.6, 33.8], 'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.8, 35.7], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.9, 42.1], 'player': {'id': 23322, 'name': 'Javier Galán Gil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.6, 38.4], 'player': {'id': 30483, 'name': 'Jaime Seoane Valenciano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.6, 36.7], 'player': {'id': 25598, 'name': 'Álvaro Fernández Llorente'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.3, 27.6], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.8, 34.1], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 33.1], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 25.3], 'player': {'id': 22199, 'name': 'Sergio Gómez Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]}",Open Play,Off T,Left Foot,0.05799438
4,7,48643306-b3b4-43ba-af49-4b71b1fe4f55,1488,Regular Play,"[113.8, 46.1]","{'statsbomb_xg': 0.08235023, 'end_location': [114.6, 45.4], 'key_pass_id': '083aa87e-0746-4b96-b790-c609d77d9bae', 'technique': {'id': 93, 'name': 'Normal'}, 'outcome': {'id': 96, 'name': 'Blocked'}, 'type': {'id': 87, 'name': 'Open Play'}, 'body_part': {'id': 38, 'name': 'Left Foot'}, 'freeze_frame': [{'location': [118.6, 42.5], 'player': {'id': 25598, 'name': 'Álvaro Fernández Llorente'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 44.1], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 39.6], 'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 65.1], 'player': {'id': 20063, 'name': 'Javier Ontiveros Parra'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.5, 46.7], 'player': {'id': 23322, 'name': 'Javier Galán Gil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.4, 46.1], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 48.1], 'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 44.9], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 48.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.7, 61.5], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.7, 48.4], 'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.9, 54.2], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 56.3], 'player': {'id': 30483, 'name': 'Jaime Seoane Valenciano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.4, 43.6], 'player': {'id': 23812, 'name': 'Rafael Mir Vicente'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.1, 31.6], 'player': {'id': 22199, 'name': 'Sergio Gómez Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]}",Open Play,Blocked,Left Foot,0.08235023
5,8,9523a6ba-9018-446a-81d5-7cffaa6f8328,1517,Regular Play,"[99.5, 55.6]","{'statsbomb_xg': 0.025608072, 'end_location': [102.8, 51.7], 'key_pass_id': 'c6d37076-7f7e-4740-8d19-e2c1a7bbe86c', 'body_part': {'id': 38, 'name': 'Left Foot'}, 'technique': {'id': 93, 'name': 'Normal'}, 'outcome': {'id': 96, 'name': 'Blocked'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [107.7, 39.7], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.2, 41.6], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.1, 37.4], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.6, 45.0], 'player': {'id': 23812, 'name': 'Rafael Mir Vicente'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.7, 30.7], 'player': {'id': 22199, 'name': 'Sergio Gómez Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.3, 39.5], 'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 36.5], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 45.7], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.2, 42.3], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 51.1], 'player': {'id': 30483, 'name': 'Jaime Seoane Valenciano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.8, 56.0], 'player': {'id': 20063, 'name': 'Javier Ontiveros Parra'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.8, 50.1], 'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 54.6], 'player': {'id': 23322, 'name': 'Javier Galán Gil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 41.7], 'player': {'id': 25598, 'name': 'Álvaro Fernández Llorente'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.4, 48.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]}",Open Play,Blocked,Left Foot,0.025608072
6,15,9ecc3394-0084-488b-9c7c-b672be0b18d6,2837,Regular Play,"[100.4, 39.4]","{'statsbomb_xg': 0.060821835, 'end_location': [120.0, 34.8, 3.0], 'key_pass_id': 'ffff0454-8fd8-4568-8073-94e0c6969df4', 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 38, 'name': 'Left Foot'}, 'outcome': {'id': 98, 'name': 'Off T'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [100.9, 25.5], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 40.2], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.8, 48.5], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.8, 64.1], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.2, 39.1], 'player': {'id': 25598, 'name': 'Álvaro Fernández Llorente'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 37.1], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 40.6], 'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 40.1], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 43.7], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.9, 29.0], 'player': {'id': 22199, 'name': 'Sergio Gómez Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.1, 41.3], 'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 47.2], 'player': {'id': 30483, 'name': 'Jaime Seoane Valenciano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 47.8], 'player': {'id': 23322, 'name': 'Javier Galán Gil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]}",Open Play,Off T,Left Foot,0.060821835
7,18,8d97fb0b-54ef-49c7-ad57-abb64c9c58dc,3191,Regular Play,"[113.4, 28.3]","{'statsbomb_xg': 0.13316546, 'end_location': [119.2, 36.2, 0.4], 'key_pass_id': '5181a72d-5ba0-46ec-b694-61a6c712d06b', 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 38, 'name': 'Left Foot'}, 'outcome': {'id': 100, 'name': 'Saved'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [102.7, 14.9], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.2, 34.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.5, 34.2], 'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.2, 40.3], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.5, 40.3], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.2, 36.4], 'player': {'id': 25598, 'name': 'Álvaro Fernández Llorente'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.1, 28.4], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 25.6], 'player': {'id': 22199, 'name': 'Sergio Gómez Martín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.5, 32.4], 'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 30.0], 'player': {'id': 23307, 'name': 'Idrissa Doumbia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 31.6], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 35.6], 'player': {'id': 30483, 'name': 'Jaime Seoane Valenciano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.6, 29.1], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.2, 43.2], 'player': {'id': 23322, 'name': 'Javier Galán Gil'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]}",Open Play,Saved,Left Foot,0.13316546
