,level_0,id,index,play_pattern,location,shot,type,outcome,body_part,xG_statsbomb
8,14,3f5f7cf8-811c-4959-99e6-63b9224ad039,3273,Regular Play,"[97.6, 53.7]","{'statsbomb_xg': 0.028620113, 'end_location': [109.2, 46.5], 'key_pass_id': '95f8dd49-5cd7-4881-bda9-e5b745f357ac', 'outcome': {'id': 96, 'name': 'Blocked'}, 'type': {'id': 87, 'name': 'Open Play'}, 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 38, 'name': 'Left Foot'}, 'freeze_frame': [{'location': [90.7, 66.7], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.5, 69.0], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.7, 61.8], 'player': {'id': 25006, 'name': 'Carles Pérez Sayol'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.3, 48.3], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.2, 33.7], 'player': {'id': 30756, 'name': 'Anssumane Fati'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.6, 54.9], 'player': {'id': 6688, 'name': 'José Ángel Gómez Campaña'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.7, 55.2], 'player': {'id': 23948, 'name': 'Carlos Clerc Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.4, 62.7], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 41.8], 'player': {'id': 23344, 'name': 'Aitor Fernández Abarisketa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 34.8], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 43.0], 'player': {'id': 6682, 'name': 'Sergio Postigo Redondo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 46.1], 'player': {'id': 6592, 'name': 'Rúben Miguel Nunes Vezo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 49.5], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 40.6], 'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]}",Open Play,Blocked,Left Foot,0.028620113
9,17,107b0b2f-6b57-4017-8ec9-cb021b50edce,3712,Regular Play,"[103.5, 42.6]","{'statsbomb_xg': 0.2851084, 'end_location': [120.0, 45.5, 0.5], 'key_pass_id': '9764d635-af34-49a7-a711-b92067e134b3', 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 98, 'name': 'Off T'}, 'technique': {'id': 93, 'name': 'Normal'}, 'freeze_frame': [{'location': [103.5, 39.6], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 44.8], 'player': {'id': 25006, 'name': 'Carles Pérez Sayol'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.7, 48.0], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 23.0], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.7, 40.9], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 43.7], 'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]}",Open Play,Off T,Right Foot,0.2851084
0,3,72e3cedf-1926-4534-9ed0-898f6af5ca3e,634,Regular Play,"[116.5, 49.1]","{'statsbomb_xg': 0.09183426, 'end_location': [118.3, 45.7, 0.0], 'body_part': {'id': 40, 'name': 'Right Foot'}, 'technique': {'id': 93, 'name': 'Normal'}, 'first_time': True, 'outcome': {'id': 100, 'name': 'Saved'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [93.6, 40.4], 'player': {'id': 8654, 'name': 'Ante Budimir'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.1, 40.6], 'player': {'id': 24576, 'name': 'Francisco Gámez López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 43.4], 'player': {'id': 24087, 'name': 'Iddrisu Baba Mohammed'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.5, 46.4], 'player': {'id': 23986, 'name': 'Aleix Febas Pérez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.7, 38.4], 'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.7, 53.6], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.8, 57.6], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.3, 45.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.9, 43.1], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.8, 32.1], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.4, 40.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.2, 46.6], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.4, 45.1], 'player': {'id': 24083, 'name': 'Manuel Reina Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.3, 48.7], 'player': {'id': 24084, 'name': 'Martin Valjent'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 48.8], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.1, 52.2], 'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.8, 50.1], 'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 52.5], 'player': {'id': 24088, 'name': 'Daniel José Rodríguez Vázquez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]}",Open Play,Saved,Right Foot,0.09183426
1,5,447c44db-457b-470f-9b57-ebbfc543e91b,773,Regular Play,"[95.5, 48.4]","{'statsbomb_xg': 0.029984502, 'end_location': [120.0, 37.5, 2.0], 'key_pass_id': '6b973725-794b-41bc-87b5-afada15c75bc', 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 38, 'name': 'Left Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 97, 'name': 'Goal'}, 'freeze_frame': [{'location': [101.8, 64.2], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [90.5, 57.1], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.4, 43.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 42.7], 'player': {'id': 24084, 'name': 'Martin Valjent'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 46.7], 'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 51.9], 'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 36.5], 'player': {'id': 24576, 'name': 'Francisco Gámez López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 28.0], 'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.5, 42.6], 'player': {'id': 24087, 'name': 'Iddrisu Baba Mohammed'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.4, 48.5], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.6, 59.0], 'player': {'id': 24088, 'name': 'Daniel José Rodríguez Vázquez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.4, 54.1], 'player': {'id': 23986, 'name': 'Aleix Febas Pérez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.0, 41.2], 'player': {'id': 24083, 'name': 'Manuel Reina Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 57.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.3, 44.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.1, 21.0], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.2, 35.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]}",Open Play,Goal,Left Foot,0.029984502
2,6,ed33e5da-37ef-4a0d-9c49-9c8896e9cae1,879,Regular Play,"[96.9, 42.7]","{'statsbomb_xg': 0.050146796, 'end_location': [120.0, 44.4, 3.7], 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 98, 'name': 'Off T'}, 'freeze_frame': [{'location': [86.4, 60.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.5, 61.3], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.6, 59.6], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 49.7], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 48.6], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.6, 42.7], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.4, 37.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.1, 41.4], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.7, 44.9], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 40.6], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.3, 59.2], 'player': {'id': 24576, 'name': 'Francisco Gámez López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.5, 46.8], 'player': {'id': 8654, 'name': 'Ante Budimir'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 53.9], 'player': {'id': 23986, 'name': 'Aleix Febas Pérez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [86.8, 29.5], 'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.7, 72.0], 'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [80.7, 50.3], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]}",Open Play,Off T,Right Foot,0.050146796
3,9,1e2b9b9e-e47b-4048-99a7-cd977a38653c,1382,Regular Play,"[117.9, 31.1]","{'one_on_one': True, 'statsbomb_xg': 0.09215889, 'end_location': [118.2, 32.7, 0.1], 'key_pass_id': '5f79f0ce-d91c-4a1f-b958-3eb48de15de3', 'body_part': {'id': 38, 'name': 'Left Foot'}, 'technique': {'id': 93, 'name': 'Normal'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 100, 'name': 'Saved'}, 'freeze_frame': [{'location': [112.8, 51.8], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.9, 41.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.1, 28.2], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.8, 51.1], 'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 32.6], 'player': {'id': 24083, 'name': 'Manuel Reina Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.6, 41.3], 'player': {'id': 24084, 'name': 'Martin Valjent'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 45.7], 'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 29.6], 'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.0, 41.4], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.5, 33.5], 'player': {'id': 24087, 'name': 'Iddrisu Baba Mohammed'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]}",Open Play,Saved,Left Foot,0.09215889
4,10,66356669-cb78-4448-b350-2159b26f8eeb,1469,Regular Play,"[111.8, 47.9]","{'one_on_one': True, 'statsbomb_xg': 0.79948384, 'end_location': [120.0, 46.8, 0.0], 'key_pass_id': '533e2425-ab6e-4fc3-9fdd-d0bad7ece1ea', 'outcome': {'id': 98, 'name': 'Off T'}, 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [98.1, 39.2], 'player': {'id': 24084, 'name': 'Martin Valjent'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 35.6], 'player': {'id': 24576, 'name': 'Francisco Gámez López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.3, 45.8], 'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [81.9, 48.0], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.2, 52.0], 'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 45.8], 'player': {'id': 24083, 'name': 'Manuel Reina Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.6, 32.4], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.5, 34.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]}",Open Play,Off T,Right Foot,0.79948384
5,11,4257082c-644e-41e9-975c-a03bb85d5907,1622,Regular Play,"[113.8, 24.8]","{'statsbomb_xg': 0.014743845, 'end_location': [114.6, 27.2], 'key_pass_id': 'c11fbeb3-c7da-424b-9941-aa8b2dc8c695', 'outcome': {'id': 96, 'name': 'Blocked'}, 'type': {'id': 87, 'name': 'Open Play'}, 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'freeze_frame': [{'location': [111.8, 42.1], 'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 28.2], 'player': {'id': 23986, 'name': 'Aleix Febas Pérez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [94.5, 43.2], 'player': {'id': 24088, 'name': 'Daniel José Rodríguez Vázquez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.9, 16.9], 'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.8, 27.4], 'player': {'id': 24576, 'name': 'Francisco Gámez López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 29.8], 'player': {'id': 24087, 'name': 'Iddrisu Baba Mohammed'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.8, 31.7], 'player': {'id': 24084, 'name': 'Martin Valjent'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 33.4], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.8, 43.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.4, 46.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.3, 23.5], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.5, 30.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [104.2, 37.3], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.5, 35.8], 'player': {'id': 24083, 'name': 'Manuel Reina Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 47.8], 'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 38.7], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]}",Open Play,Blocked,Right Foot,0.014743845
6,12,145ae225-62b8-409e-8820-ac0e9e5e37be,1664,Regular Play,"[105.8, 32.5]","{'statsbomb_xg': 0.09185526, 'end_location': [120.0, 43.6, 2.0], 'key_pass_id': 'bf241a48-a6f6-4284-902d-b59742ef6126', 'deflected': True, 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 38, 'name': 'Left Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 97, 'name': 'Goal'}, 'freeze_frame': [{'location': [97.4, 37.1], 'player': {'id': 23986, 'name': 'Aleix Febas Pérez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.3, 24.7], 'player': {'id': 24088, 'name': 'Daniel José Rodríguez Vázquez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.9, 63.1], 'player': {'id': 24576, 'name': 'Francisco Gámez López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.5, 33.3], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.9, 44.4], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [91.2, 38.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.3, 33.6], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 47.7], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 39.1], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 35.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 32.7], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.6, 18.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [82.0, 33.0], 'player': {'id': 24087, 'name': 'Iddrisu Baba Mohammed'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.6, 36.6], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.6, 7.9], 'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.4, 17.4], 'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]}",Open Play,Goal,Left Foot,0.09185526
7,14,c2ba5203-3604-49ea-b216-77d674ac7798,1891,Regular Play,"[111.6, 48.5]","{'statsbomb_xg': 0.11783818, 'end_location': [120.0, 38.7, 0.5], 'key_pass_id': 'c46fd028-0172-4833-ba29-934cc1f52f75', 'first_time': True, 'outcome': {'id': 97, 'name': 'Goal'}, 'technique': {'id': 89, 'name': 'Backheel'}, 'body_part': {'id': 38, 'name': 'Left Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [100.5, 58.8], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.3, 58.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.5, 46.4], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.9, 25.5], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.1, 49.1], 'player': {'id': 23986, 'name': 'Aleix Febas Pérez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.2, 45.2], 'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 39.3], 'player': {'id': 24576, 'name': 'Francisco Gámez López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 48.5], 'player': {'id': 24084, 'name': 'Martin Valjent'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.7, 44.1], 'player': {'id': 24083, 'name': 'Manuel Reina Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 48.2], 'player': {'id': 24089, 'name': 'Joan Sastre Vanrell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 49.5], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.1, 54.5], 'player': {'id': 24088, 'name': 'Daniel José Rodríguez Vázquez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.4, 40.5], 'player': {'id': 31090, 'name': 'Takefusa Kubo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.9, 43.6], 'player': {'id': 24087, 'name': 'Iddrisu Baba Mohammed'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.9, 44.1], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.4, 30.1], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.4, 34.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]}",Open Play,Goal,Left Foot,0.11783818
