,level_0,id,index,play_pattern,location,shot,possession_team,type,outcome,body_part,players,home_team,follows_dribble,teammates_in_box,teammates_ahead,opp_in_box,gk_dist_from_goal,gk_x,gk_y,opponents_near
0,2056,41c752ca-0121-4090-a8c1-685a10fa057e,2057,"{'id': 1, 'name': 'Regular Play'}","[106.7, 48.5]","{'statsbomb_xg': 0.09305495, 'end_location': [120.0, 42.6, 4.5], 'key_pass_id': '8e86b072-10f3-4425-85a2-132b7a56e6f6', 'body_part': {'id': 40, 'name': 'Right Foot'}, 'technique': {'id': 93, 'name': 'Normal'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 98, 'name': 'Off T'}, 'freeze_frame': [{'location': [117.2, 42.2], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 52.0], 'player': {'id': 163355, 'name': 'Jeakson Singh Thaunaojam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 54.4], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 64.6], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.7, 36.9], 'player': {'id': 163354, 'name': 'Rahul Kannoly Praveen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.9, 47.5], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 47.8], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 36.2], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 37.4], 'player': {'id': 41858, 'name': 'Javier Siverio Toro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.5, 61.0], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.8, 23.9], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]}","{'id': 7289, 'name': 'Hyderabad'}",Open Play,Off T,Right Foot,"[{'location': [117.2, 42.2], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 52.0], 'player': {'id': 163355, 'name': 'Jeakson Singh Thaunaojam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 54.4], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 64.6], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.7, 36.9], 'player': {'id': 163354, 'name': 'Rahul Kannoly Praveen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.9, 47.5], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 47.8], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 36.2], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 37.4], 'player': {'id': 41858, 'name': 'Javier Siverio Toro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.5, 61.0], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.8, 23.9], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",1,0,1,0,3,3.5608987629529705,117.2,42.2,1
1,2263,a10836e8-28f3-4ab4-b250-1dec9756559b,2264,"{'id': 1, 'name': 'Regular Play'}","[102.2, 47.3]","{'statsbomb_xg': 0.053034723000000006, 'end_location': [118.7, 40.7, 0.2], 'key_pass_id': 'dac4e3d6-87e8-42ca-89c6-739dd63f2ca1', 'body_part': {'id': 40, 'name': 'Right Foot'}, 'technique': {'id': 93, 'name': 'Normal'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 100, 'name': 'Saved'}, 'freeze_frame': [{'location': [106.6, 38.0], 'player': {'id': 41858, 'name': 'Javier Siverio Toro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.3, 35.9], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.4, 58.4], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.6, 31.4], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 38.5], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 50.4], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 37.6], 'player': {'id': 163355, 'name': 'Jeakson Singh Thaunaojam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 46.9], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 43.3], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 31.7], 'player': {'id': 163354, 'name': 'Rahul Kannoly Praveen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.9, 47.8], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.3, 41.8], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]}","{'id': 7289, 'name': 'Hyderabad'}",Open Play,Saved,Right Foot,"[{'location': [106.6, 38.0], 'player': {'id': 41858, 'name': 'Javier Siverio Toro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.3, 35.9], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.4, 58.4], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.6, 31.4], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 38.5], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 50.4], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 37.6], 'player': {'id': 163355, 'name': 'Jeakson Singh Thaunaojam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 46.9], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 43.3], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 31.7], 'player': {'id': 163354, 'name': 'Rahul Kannoly Praveen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.9, 47.8], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.3, 41.8], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1,0,2,2,4,1.9313207915827948,119.3,41.8,1
2,2447,eadaaccd-319b-4275-af68-47701b7c2433,2448,"{'id': 1, 'name': 'Regular Play'}","[99.0, 51.6]","{'statsbomb_xg': 0.061114587000000005, 'end_location': [120.0, 43.4, 0.2], 'key_pass_id': 'e077c3ef-58a3-4d00-9765-7f8122e99779', 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 97, 'name': 'Goal'}, 'technique': {'id': 93, 'name': 'Normal'}, 'freeze_frame': [{'location': [117.9, 41.9], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 53.4], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 42.5], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 35.2], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.4, 44.1], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 50.1], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [81.4, 60.9], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.5, 49.4], 'player': {'id': 164490, 'name': 'Souvik Chakrabarti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 36.8], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.2, 62.6], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]}","{'id': 7283, 'name': 'Kerala Blasters'}",Open Play,Goal,Right Foot,"[{'location': [117.9, 41.9], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 53.4], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 42.5], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 35.2], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.4, 44.1], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 50.1], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [81.4, 60.9], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.5, 49.4], 'player': {'id': 164490, 'name': 'Souvik Chakrabarti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 36.8], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.2, 62.6], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",0,0,1,2,3,2.831960451701254,117.9,41.9,0
3,2752,48885ba4-54e3-4504-afd3-8941e149497b,2753,"{'id': 1, 'name': 'Regular Play'}","[101.1, 24.4]","{'statsbomb_xg': 0.03049218, 'end_location': [119.1, 36.3, 0.2], 'key_pass_id': '2c6ac6ac-6100-41e7-b0b3-1b29fd6c8392', 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 100, 'name': 'Saved'}, 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'freeze_frame': [{'location': [105.1, 44.4], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.7, 34.5], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 30.1], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 25.0], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 38.6], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.3, 54.1], 'player': {'id': 164489, 'name': 'Halicharan Narzary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.4, 29.2], 'player': {'id': 164487, 'name': 'Sahil Tavora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 37.6], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.3, 33.9], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.3, 46.9], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.1, 32.8], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]}","{'id': 7283, 'name': 'Kerala Blasters'}",Open Play,Saved,Right Foot,"[{'location': [105.1, 44.4], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.7, 34.5], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 30.1], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 25.0], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 38.6], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.3, 54.1], 'player': {'id': 164489, 'name': 'Halicharan Narzary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.4, 29.2], 'player': {'id': 164487, 'name': 'Sahil Tavora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 37.6], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.3, 33.9], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.3, 46.9], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.1, 32.8], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",0,0,1,1,4,2.941088233970549,118.3,37.6,1
4,3091,c3afd07a-30a8-4130-abb4-0d52ffc4db74,3092,"{'id': 1, 'name': 'Regular Play'}","[103.0, 51.4]","{'statsbomb_xg': 0.056751974000000004, 'end_location': [106.7, 48.3], 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 96, 'name': 'Blocked'}, 'freeze_frame': [{'location': [100.6, 46.4], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [100.0, 24.0], 'player': {'id': 167648, 'name': ""Aaren D''Silva""}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.6, 37.3], 'player': {'id': 164487, 'name': 'Sahil Tavora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 27.1], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 41.9], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 35.9], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 39.0], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.9, 22.5], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.9, 35.9], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [89.3, 61.0], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.5, 51.5], 'player': {'id': 163355, 'name': 'Jeakson Singh Thaunaojam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.3, 50.6], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 47.5], 'player': {'id': 164489, 'name': 'Halicharan Narzary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.3, 41.4], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 48.0], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]}","{'id': 7283, 'name': 'Kerala Blasters'}",Open Play,Blocked,Right Foot,"[{'location': [100.6, 46.4], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [100.0, 24.0], 'player': {'id': 167648, 'name': ""Aaren D''Silva""}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.6, 37.3], 'player': {'id': 164487, 'name': 'Sahil Tavora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 27.1], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 41.9], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 35.9], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 39.0], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.9, 22.5], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.9, 35.9], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [89.3, 61.0], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.5, 51.5], 'player': {'id': 163355, 'name': 'Jeakson Singh Thaunaojam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.3, 50.6], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 47.5], 'player': {'id': 164489, 'name': 'Halicharan Narzary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.3, 41.4], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 48.0], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",0,0,3,3,6,2.202271554554525,118.3,41.4,0
